




##########################################################################################
#CLERIC SPELL ACCESS FOR RAINBOW Servant##################################################
##########################################################################################
Arcane Cleric Spell 3 (Affliction)	KEY:Arcane Cleric Spell ~ Affliction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Affliction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 2 (Sound Burst)		KEY:Arcane Ocean  Domain Spell ~ Sound Burst			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Sound Burst		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Spiritual Weapon)		KEY:Arcane Mysticism  Domain Spell ~ Spiritual Weapon			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Spiritual Weapon		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Status)		KEY:Arcane Community  Domain Spell ~ Status			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Status		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Summon Monster II)		KEY:Arcane Pestilence  Domain Spell ~ Summon Monster II			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Summon Monster II		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Summon Monster II)		KEY:Arcane Summoner  Domain Spell ~ Summon Monster II			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Summon Monster II		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Summon Swarm)		KEY:Arcane Pestilence  Domain Spell ~ Summon Swarm			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Summon Swarm		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Summon Swarm)		KEY:Arcane Spider  Domain Spell ~ Summon Swarm			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Summon Swarm		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Sunstroke)		KEY:Arcane Summer  Domain Spell ~ Sunstroke			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Sunstroke		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Touch of Madness)		KEY:Arcane Madness  Domain Spell ~ Touch of Madness			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Touch of Madness		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Undetectable Alignment)		KEY:Arcane Liberation  Domain Spell ~ Undetectable Alignment			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Undetectable Alignment		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Unseen Servant)		KEY:Arcane Sloth  Domain Spell ~ Unseen Servant			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Unseen Servant		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Wind Wall)		KEY:Arcane Air  Domain Spell ~ Wind Wall			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Wind Wall		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Wood Shape)		KEY:Arcane Artifice  Domain Spell ~ Wood Shape			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Wood Shape		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Wood Shape)		KEY:Arcane Craft  Domain Spell ~ Wood Shape			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Wood Shape		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Zeal)		KEY:Arcane Competition  Domain Spell ~ Zeal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Zeal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Zone of Truth)		KEY:Arcane Commerce  Domain Spell ~ Zone of Truth			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Zone of Truth		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 2 (Zone of Truth)		KEY:Arcane Inquisition  Domain Spell ~ Zone of Truth			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level2	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=2|Zone of Truth		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=2
Arcane Domain Spell 3 (Animate Dead)		KEY:Arcane Death  Domain Spell ~ Animate Dead			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Animate Dead		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Anyspell)		KEY:Arcane Spell  Domain Spell ~ Anyspell			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Anyspell		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Bestow Curse)		KEY:Arcane Dragon Below  Domain Spell ~ Bestow Curse			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Bestow Curse		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Bestow Curse)		KEY:Arcane Fate  Domain Spell ~ Bestow Curse			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Bestow Curse		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Bestow Curse)		KEY:Arcane Fate OUTPUTNAME Domain Spell ~ Bestow Curse			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Bestow Curse		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Bestow Curse)		KEY:Arcane Hatred  Domain Spell ~ Bestow Curse			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Bestow Curse		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Bestow Curse)		KEY:Arcane Suffering  Domain Spell ~ Bestow Curse			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Bestow Curse		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Bestow Curse)		KEY:Arcane Treachery  Domain Spell ~ Bestow Curse			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Bestow Curse		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Blacklight)		KEY:Arcane Darkness  Domain Spell ~ Blacklight			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Blacklight		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Blast of Force)		KEY:Arcane Force  Domain Spell ~ Blast of Force			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Blast of Force		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Blessed Sight)		KEY:Arcane Celestial  Domain Spell ~ Blessed Sight			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Blessed Sight		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Blur)		KEY:Arcane Celerity  Domain Spell ~ Blur			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Blur		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Call Lightning)		KEY:Arcane Storm  Domain Spell ~ Call Lightning			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Call Lightning		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Clairaudience/Clairvoyance)		KEY:Arcane Knowledge  Domain Spell ~ Clairaudience/Clairvoyance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Clairaudience/Clairvoyance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Clairaudience/Clairvoyance)		KEY:Arcane Lust  Domain Spell ~ Clairaudience/Clairvoyance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Clairaudience/Clairvoyance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Clairaudience/Clairvoyance)		KEY:Arcane Mentalism  Domain Spell ~ Clairaudience/Clairvoyance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Clairaudience/Clairvoyance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Clairaudience/Clairvoyance)		KEY:Arcane Planning  Domain Spell ~ Clairaudience/Clairvoyance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Clairaudience/Clairvoyance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Clarity of Mind)		KEY:Arcane Balance  Domain Spell ~ Clarity of Mind			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Clarity of Mind		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Cloak of Bravery)		KEY:Arcane Courage  Domain Spell ~ Cloak of Bravery			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Cloak of Bravery		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Confusion)		KEY:Arcane Passion  Domain Spell ~ Confusion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Confusion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Contagion)		KEY:Arcane Corruption  Domain Spell ~ Contagion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Contagion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Contagion)		KEY:Arcane Decay  Domain Spell ~ Contagion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Contagion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Contagion)		KEY:Arcane Destruction  Domain Spell ~ Contagion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Contagion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Contagion)		KEY:Arcane Pestilence  Domain Spell ~ Contagion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Contagion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Create Food and Water)		KEY:Arcane Creation  Domain Spell ~ Create Food and Water			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Create Food and Water		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Create Food and Water)		KEY:Arcane Feast  Domain Spell ~ Create Food and Water			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Create Food and Water		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Create Food and Water)		KEY:Arcane Gluttony  Domain Spell ~ Create Food and Water			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Create Food and Water		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Cure Serious Wounds)		KEY:Arcane Healing  Domain Spell ~ Cure Serious Wounds			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Cure Serious Wounds		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Deep Slumber)		KEY:Arcane Dream  Domain Spell ~ Deep Slumber			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Deep Slumber		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Deep Slumber)		KEY:Arcane Dream SOURCELONG Domain Spell ~ Deep Slumber			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Deep Slumber		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Deep Slumber)		KEY:Arcane Sloth  Domain Spell ~ Deep Slumber			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Deep Slumber		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Deeper Darkness)		KEY:Arcane Darkness  Domain Spell ~ Deeper Darkness			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Deeper Darkness		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Deeper Darkness)		KEY:Arcane Shadow  Domain Spell ~ Deeper Darkness			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Deeper Darkness		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Delay Death)		KEY:Arcane Destiny  Domain Spell ~ Delay Death			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Delay Death		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Demon Wings)		KEY:Arcane Demonic  Domain Spell ~ Demon Wings			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Demon Wings		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Detect Thoughts)		KEY:Arcane Inquisition  Domain Spell ~ Detect Thoughts			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Detect Thoughts		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Devil's Ego)		KEY:Arcane Diabolic  Domain Spell ~ Devil's Ego			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Devil's Ego		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Dimensional Anchor)		KEY:Arcane Portal  Domain Spell ~ Dimensional Anchor			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Dimensional Anchor		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Discern Lies)		KEY:Arcane Tyranny  Domain Spell ~ Discern Lies			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Discern Lies		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Dispel Magic)		KEY:Arcane Magic  Domain Spell ~ Dispel Magic			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Dispel Magic		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Displacement)		KEY:Arcane Illusion  Domain Spell ~ Displacement			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Displacement		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Distilled Joy)		KEY:Arcane Joy  Domain Spell ~ Distilled Joy			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Distilled Joy		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Divination)		KEY:Arcane Oracle  Domain Spell ~ Divination			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Divination		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Dominate Animal)		KEY:Arcane Animal  Domain Spell ~ Dominate Animal			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Dominate Animal		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Eagle's Splendor)		KEY:Arcane Trade  Domain Spell ~ Eagle's Splendor			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Eagle's Splendor		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Fangs of the Vampire King)		KEY:Arcane Deathbound  Domain Spell ~ Fangs of the Vampire King			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Fangs of the Vampire King		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Fly)		KEY:Arcane Travel  Domain Spell ~ Fly			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Fly		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Gaseous Form)		KEY:Arcane Air  Domain Spell ~ Gaseous Form			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Gaseous Form		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Gaseous Form)		KEY:Arcane Alteration  Domain Spell ~ Gaseous Form			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Gaseous Form		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Ghoul Gesture)		KEY:Arcane Hunger  Domain Spell ~ Ghoul Gesture			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Ghoul Gesture		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Glyph of Warding)		KEY:Arcane Dwarf  Domain Spell ~ Glyph of Warding			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Glyph of Warding		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Glyph of Warding)		KEY:Arcane Rune  Domain Spell ~ Glyph of Warding			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Glyph of Warding		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Haboob)		KEY:Arcane Sand  Domain Spell ~ Haboob			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Haboob		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Halt Deathless)		KEY:Arcane Deathless  Domain Spell ~ Halt Deathless			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Halt Deathless		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Halt Undead)		KEY:Arcane Necromancy  Domain Spell ~ Halt Undead			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Halt Undead		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Haste)		KEY:Arcane Time  Domain Spell ~ Haste			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Haste		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Heart's Ease)		KEY:Arcane Pleasure  Domain Spell ~ Heart's Ease			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Heart's Ease		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Helping Hand)		KEY:Arcane Family  Domain Spell ~ Helping Hand			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Helping Hand		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Heroism)		KEY:Arcane Pride  Domain Spell ~ Heroism			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Heroism		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Hold Person)		KEY:Arcane Mentalism  Domain Spell ~ Hold Person			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Hold Person		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Inspired Aim)		KEY:Arcane Fey  Domain Spell ~ Inspired Aim			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Inspired Aim		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 3 (Keen Edge)		KEY:Arcane Forge  Domain Spell ~ Keen Edge			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Keen Edge		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
